flight_id,aircraft_id,unit,flight_date,flight_hours,mission_type,weather_condition,completed,abort_reason,year,aircraft_type,acquisition_year
276,AC-001,Alpha,2022-11-13,2.7,Training,Clear,True,,2022,Class-II Multirole,2021
277,AC-001,Alpha,2022-11-15,5.3,Training,Clear,True,,2022,Class-II Multirole,2021
278,AC-001,Alpha,2022-11-19,0.8,Training,Poor,False,Weather,2022,Class-II Multirole,2021
279,AC-001,Alpha,2022-11-21,0.6,Transit,Marginal,False,Technical,2022,Class-II Multirole,2021
280,AC-001,Alpha,2022-11-23,3.0,Operational,Clear,True,,2022,Class-II Multirole,2021
281,AC-001,Alpha,2022-11-24,2.8,Training,Poor,True,,2022,Class-II Multirole,2021
282,AC-001,Alpha,2022-11-25,2.6,Training,Clear,True,,2022,Class-II Multirole,2021
283,AC-001,Alpha,2022-11-30,1.0,Training,Clear,False,Other,2022,Class-II Multirole,2021
284,AC-001,Alpha,2022-12-12,0.5,Reconnaissance,Poor,False,Weather,2022,Class-II Multirole,2021
285,AC-001,Alpha,2022-12-16,3.7,Training,Clear,True,,2022,Class-II Multirole,2021
286,AC-001,Alpha,2022-12-17,3.3,Training,Clear,True,,2022,Class-II Multirole,2021
287,AC-001,Alpha,2022-12-23,5.6,Training,Clear,True,,2022,Class-II Multirole,2021
288,AC-001,Alpha,2022-12-26,1.1,Reconnaissance,Poor,False,Weather,2022,Class-II Multirole,2021
289,AC-001,Alpha,2022-12-27,1.0,Operational,Marginal,False,Weather,2022,Class-II Multirole,2021
290,AC-001,Alpha,2022-12-29,2.8,Reconnaissance,Clear,True,,2022,Class-II Multirole,2021
291,AC-001,Alpha,2022-12-30,0.5,Training,Marginal,False,Weather,2022,Class-II Multirole,2021
292,AC-001,Alpha,2023-01-03,1.8,Transit,Clear,False,Technical,2023,Class-II Multirole,2021
293,AC-001,Alpha,2023-01-04,2.4,Transit,Clear,True,,2023,Class-II Multirole,2021
294,AC-001,Alpha,2023-01-08,3.7,Training,Marginal,True,,2023,Class-II Multirole,2021
295,AC-001,Alpha,2023-01-09,3.5,Training,Marginal,True,,2023,Class-II Multirole,2021
296,AC-001,Alpha,2023-01-13,3.8,Training,Clear,True,,2023,Class-II Multirole,2021
297,AC-001,Alpha,2023-01-14,3.4,Training,Clear,True,,2023,Class-II Multirole,2021
298,AC-001,Alpha,2023-01-15,2.3,Training,Clear,True,,2023,Class-II Multirole,2021
299,AC-001,Alpha,2023-01-23,4.3,Operational,Clear,True,,2023,Class-II Multirole,2021
300,AC-001,Alpha,2023-01-24,3.2,Training,Clear,True,,2023,Class-II Multirole,2021
301,AC-001,Alpha,2023-02-01,5.6,Training,Clear,True,,2023,Class-II Multirole,2021
302,AC-001,Alpha,2023-02-03,2.2,Operational,Clear,True,,2023,Class-II Multirole,2021
303,AC-001,Alpha,2023-02-06,2.3,Transit,Clear,True,,2023,Class-II Multirole,2021
304,AC-001,Alpha,2023-02-09,1.3,Training,Marginal,False,Other,2023,Class-II Multirole,2021
305,AC-001,Alpha,2023-02-19,3.7,Training,Clear,True,,2023,Class-II Multirole,2021
306,AC-001,Alpha,2023-02-20,2.7,Operational,Marginal,True,,2023,Class-II Multirole,2021
307,AC-001,Alpha,2023-02-21,0.6,Training,Clear,False,Technical,2023,Class-II Multirole,2021
308,AC-001,Alpha,2023-02-27,4.0,Operational,Clear,True,,2023,Class-II Multirole,2021
309,AC-001,Alpha,2023-03-01,4.5,Training,Clear,True,,2023,Class-II Multirole,2021
310,AC-001,Alpha,2023-03-03,2.6,Reconnaissance,Marginal,True,,2023,Class-II Multirole,2021
311,AC-001,Alpha,2023-03-04,2.7,Training,Marginal,True,,2023,Class-II Multirole,2021
312,AC-001,Alpha,2023-03-09,1.8,Training,Marginal,False,Technical,2023,Class-II Multirole,2021
313,AC-001,Alpha,2023-03-10,2.9,Training,Clear,True,,2023,Class-II Multirole,2021
314,AC-001,Alpha,2023-03-13,0.8,Training,Clear,True,,2023,Class-II Multirole,2021
315,AC-001,Alpha,2023-03-14,1.5,Reconnaissance,Marginal,True,,2023,Class-II Multirole,2021
316,AC-001,Alpha,2023-03-15,6.2,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
317,AC-001,Alpha,2023-03-17,0.9,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
318,AC-001,Alpha,2023-03-20,4.0,Training,Clear,True,,2023,Class-II Multirole,2021
319,AC-001,Alpha,2023-03-25,2.2,Training,Clear,False,Technical,2023,Class-II Multirole,2021
320,AC-001,Alpha,2023-03-29,0.4,Operational,Clear,False,Technical,2023,Class-II Multirole,2021
321,AC-001,Alpha,2023-03-31,1.5,Operational,Poor,False,Technical,2023,Class-II Multirole,2021
322,AC-001,Alpha,2023-04-04,0.6,Transit,Marginal,False,Weather,2023,Class-II Multirole,2021
323,AC-001,Alpha,2023-04-06,2.2,Operational,Clear,True,,2023,Class-II Multirole,2021
324,AC-001,Alpha,2023-04-07,3.8,Operational,Clear,True,,2023,Class-II Multirole,2021
325,AC-001,Alpha,2023-04-14,0.6,Operational,Clear,True,,2023,Class-II Multirole,2021
326,AC-001,Alpha,2023-04-15,0.5,Training,Clear,False,Technical,2023,Class-II Multirole,2021
327,AC-001,Alpha,2023-04-16,1.2,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
328,AC-001,Alpha,2023-04-17,4.4,Training,Clear,True,,2023,Class-II Multirole,2021
329,AC-001,Alpha,2023-04-19,1.8,Training,Clear,False,Technical,2023,Class-II Multirole,2021
330,AC-001,Alpha,2023-04-21,3.5,Transit,Clear,True,,2023,Class-II Multirole,2021
331,AC-001,Alpha,2023-04-26,1.2,Operational,Marginal,False,Other,2023,Class-II Multirole,2021
332,AC-001,Alpha,2023-04-27,2.3,Transit,Clear,True,,2023,Class-II Multirole,2021
333,AC-001,Alpha,2023-04-29,1.1,Training,Clear,True,,2023,Class-II Multirole,2021
334,AC-001,Alpha,2023-05-01,2.3,Operational,Clear,True,,2023,Class-II Multirole,2021
335,AC-001,Alpha,2023-05-03,1.2,Transit,Clear,False,Other,2023,Class-II Multirole,2021
336,AC-001,Alpha,2023-05-08,3.4,Operational,Poor,True,,2023,Class-II Multirole,2021
337,AC-001,Alpha,2023-05-09,4.1,Operational,Clear,True,,2023,Class-II Multirole,2021
338,AC-001,Alpha,2023-05-10,4.1,Training,Clear,True,,2023,Class-II Multirole,2021
339,AC-001,Alpha,2023-05-11,5.6,Operational,Clear,True,,2023,Class-II Multirole,2021
340,AC-001,Alpha,2023-05-13,3.5,Training,Marginal,True,,2023,Class-II Multirole,2021
341,AC-001,Alpha,2023-05-14,4.9,Operational,Clear,True,,2023,Class-II Multirole,2021
342,AC-001,Alpha,2023-05-16,1.1,Training,Clear,False,Weather,2023,Class-II Multirole,2021
343,AC-001,Alpha,2023-05-23,1.2,Training,Poor,True,,2023,Class-II Multirole,2021
344,AC-001,Alpha,2023-05-24,4.4,Training,Clear,True,,2023,Class-II Multirole,2021
345,AC-001,Alpha,2023-05-25,3.4,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
346,AC-001,Alpha,2023-05-26,1.4,Transit,Clear,True,,2023,Class-II Multirole,2021
347,AC-001,Alpha,2023-05-29,3.1,Operational,Marginal,True,,2023,Class-II Multirole,2021
348,AC-001,Alpha,2023-05-30,3.7,Training,Clear,True,,2023,Class-II Multirole,2021
349,AC-001,Alpha,2023-06-02,0.9,Training,Marginal,True,,2023,Class-II Multirole,2021
350,AC-001,Alpha,2023-06-08,0.7,Operational,Poor,False,Weather,2023,Class-II Multirole,2021
351,AC-001,Alpha,2023-06-09,3.4,Operational,Clear,True,,2023,Class-II Multirole,2021
352,AC-001,Alpha,2023-06-11,4.7,Training,Clear,True,,2023,Class-II Multirole,2021
353,AC-001,Alpha,2023-06-16,1.8,Operational,Marginal,False,Technical,2023,Class-II Multirole,2021
354,AC-001,Alpha,2023-06-17,0.7,Operational,Marginal,False,Weather,2023,Class-II Multirole,2021
355,AC-001,Alpha,2023-06-18,3.1,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
356,AC-001,Alpha,2023-06-19,3.0,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
357,AC-001,Alpha,2023-06-21,2.8,Training,Clear,True,,2023,Class-II Multirole,2021
358,AC-001,Alpha,2023-06-23,5.0,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
359,AC-001,Alpha,2023-06-26,4.7,Training,Clear,True,,2023,Class-II Multirole,2021
360,AC-001,Alpha,2023-06-28,1.4,Transit,Clear,False,Other,2023,Class-II Multirole,2021
361,AC-001,Alpha,2023-06-29,0.9,Training,Marginal,False,Technical,2023,Class-II Multirole,2021
362,AC-001,Alpha,2023-06-30,0.8,Operational,Marginal,False,Weather,2023,Class-II Multirole,2021
363,AC-001,Alpha,2023-07-03,4.6,Training,Clear,True,,2023,Class-II Multirole,2021
364,AC-001,Alpha,2023-07-04,0.5,Training,Poor,False,Technical,2023,Class-II Multirole,2021
365,AC-001,Alpha,2023-07-05,2.7,Operational,Clear,True,,2023,Class-II Multirole,2021
366,AC-001,Alpha,2023-07-06,2.5,Training,Marginal,True,,2023,Class-II Multirole,2021
367,AC-001,Alpha,2023-07-07,2.9,Operational,Clear,True,,2023,Class-II Multirole,2021
368,AC-001,Alpha,2023-07-10,3.0,Training,Marginal,True,,2023,Class-II Multirole,2021
369,AC-001,Alpha,2023-07-12,2.9,Operational,Clear,True,,2023,Class-II Multirole,2021
370,AC-001,Alpha,2023-07-15,1.5,Reconnaissance,Marginal,False,Technical,2023,Class-II Multirole,2021
371,AC-001,Alpha,2023-07-18,4.5,Training,Clear,True,,2023,Class-II Multirole,2021
372,AC-001,Alpha,2023-07-22,1.4,Reconnaissance,Marginal,False,Weather,2023,Class-II Multirole,2021
373,AC-001,Alpha,2023-07-23,4.3,Training,Clear,True,,2023,Class-II Multirole,2021
374,AC-001,Alpha,2023-07-25,2.6,Operational,Clear,True,,2023,Class-II Multirole,2021
375,AC-001,Alpha,2023-07-27,0.6,Training,Marginal,False,Technical,2023,Class-II Multirole,2021
376,AC-001,Alpha,2023-07-29,5.9,Reconnaissance,Marginal,True,,2023,Class-II Multirole,2021
377,AC-001,Alpha,2023-07-30,1.2,Training,Clear,True,,2023,Class-II Multirole,2021
378,AC-001,Alpha,2023-08-01,4.0,Training,Clear,True,,2023,Class-II Multirole,2021
379,AC-001,Alpha,2023-08-02,4.4,Training,Clear,True,,2023,Class-II Multirole,2021
380,AC-001,Alpha,2023-08-04,0.7,Training,Marginal,False,Technical,2023,Class-II Multirole,2021
381,AC-001,Alpha,2023-08-05,5.1,Operational,Marginal,True,,2023,Class-II Multirole,2021
382,AC-001,Alpha,2023-08-06,0.7,Operational,Marginal,False,Weather,2023,Class-II Multirole,2021
383,AC-001,Alpha,2023-08-07,2.1,Training,Marginal,True,,2023,Class-II Multirole,2021
384,AC-001,Alpha,2023-08-08,0.9,Training,Clear,False,Technical,2023,Class-II Multirole,2021
385,AC-001,Alpha,2023-08-09,0.8,Training,Marginal,False,Technical,2023,Class-II Multirole,2021
386,AC-001,Alpha,2023-08-11,3.8,Operational,Clear,True,,2023,Class-II Multirole,2021
387,AC-001,Alpha,2023-08-12,0.7,Training,Clear,False,Weather,2023,Class-II Multirole,2021
388,AC-001,Alpha,2023-08-13,2.6,Training,Clear,True,,2023,Class-II Multirole,2021
389,AC-001,Alpha,2023-08-14,3.2,Operational,Clear,True,,2023,Class-II Multirole,2021
390,AC-001,Alpha,2023-08-15,4.1,Training,Clear,True,,2023,Class-II Multirole,2021
391,AC-001,Alpha,2023-08-16,3.2,Training,Poor,True,,2023,Class-II Multirole,2021
392,AC-001,Alpha,2023-08-21,1.0,Training,Poor,False,Weather,2023,Class-II Multirole,2021
393,AC-001,Alpha,2023-08-22,1.4,Training,Poor,False,Weather,2023,Class-II Multirole,2021
394,AC-001,Alpha,2023-08-25,4.3,Operational,Clear,True,,2023,Class-II Multirole,2021
395,AC-001,Alpha,2023-08-26,0.4,Training,Marginal,False,Weather,2023,Class-II Multirole,2021
396,AC-001,Alpha,2023-08-28,2.3,Operational,Clear,True,,2023,Class-II Multirole,2021
397,AC-001,Alpha,2023-08-31,3.8,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
398,AC-001,Alpha,2023-09-01,1.4,Training,Clear,False,Technical,2023,Class-II Multirole,2021
399,AC-001,Alpha,2023-09-02,1.9,Training,Clear,False,Other,2023,Class-II Multirole,2021
400,AC-001,Alpha,2023-09-03,2.8,Training,Marginal,True,,2023,Class-II Multirole,2021
401,AC-001,Alpha,2023-09-04,0.8,Training,Clear,False,Technical,2023,Class-II Multirole,2021
402,AC-001,Alpha,2023-09-05,2.6,Training,Clear,True,,2023,Class-II Multirole,2021
403,AC-001,Alpha,2023-09-06,1.4,Operational,Clear,False,Technical,2023,Class-II Multirole,2021
404,AC-001,Alpha,2023-09-12,5.2,Operational,Clear,True,,2023,Class-II Multirole,2021
405,AC-001,Alpha,2023-09-13,0.4,Training,Clear,False,Technical,2023,Class-II Multirole,2021
406,AC-001,Alpha,2023-09-16,4.2,Training,Marginal,True,,2023,Class-II Multirole,2021
407,AC-001,Alpha,2023-09-19,2.8,Training,Marginal,True,,2023,Class-II Multirole,2021
408,AC-001,Alpha,2023-09-20,1.1,Reconnaissance,Clear,False,Technical,2023,Class-II Multirole,2021
409,AC-001,Alpha,2023-09-21,1.9,Transit,Marginal,True,,2023,Class-II Multirole,2021
410,AC-001,Alpha,2023-09-22,0.9,Operational,Clear,True,,2023,Class-II Multirole,2021
411,AC-001,Alpha,2023-09-23,5.3,Training,Clear,True,,2023,Class-II Multirole,2021
412,AC-001,Alpha,2023-09-24,3.2,Training,Marginal,True,,2023,Class-II Multirole,2021
413,AC-001,Alpha,2023-09-28,0.9,Operational,Clear,False,Technical,2023,Class-II Multirole,2021
414,AC-001,Alpha,2023-10-04,0.9,Training,Marginal,False,Technical,2023,Class-II Multirole,2021
415,AC-001,Alpha,2023-10-06,4.7,Training,Clear,True,,2023,Class-II Multirole,2021
416,AC-001,Alpha,2023-10-07,2.7,Training,Marginal,True,,2023,Class-II Multirole,2021
417,AC-001,Alpha,2023-10-08,1.1,Training,Marginal,False,Technical,2023,Class-II Multirole,2021
418,AC-001,Alpha,2023-10-14,0.6,Training,Clear,False,Technical,2023,Class-II Multirole,2021
419,AC-001,Alpha,2023-10-15,1.6,Operational,Clear,False,Other,2023,Class-II Multirole,2021
420,AC-001,Alpha,2023-10-18,1.6,Training,Clear,False,Technical,2023,Class-II Multirole,2021
421,AC-001,Alpha,2023-10-24,0.9,Training,Poor,False,Technical,2023,Class-II Multirole,2021
422,AC-001,Alpha,2023-10-26,2.8,Training,Marginal,True,,2023,Class-II Multirole,2021
423,AC-001,Alpha,2023-10-30,3.1,Operational,Clear,True,,2023,Class-II Multirole,2021
424,AC-001,Alpha,2023-11-03,1.4,Operational,Clear,False,Weather,2023,Class-II Multirole,2021
425,AC-001,Alpha,2023-11-06,1.6,Training,Poor,False,Technical,2023,Class-II Multirole,2021
426,AC-001,Alpha,2023-11-08,1.8,Operational,Clear,True,,2023,Class-II Multirole,2021
427,AC-001,Alpha,2023-11-09,1.3,Training,Clear,False,Technical,2023,Class-II Multirole,2021
428,AC-001,Alpha,2023-11-11,2.5,Operational,Marginal,True,,2023,Class-II Multirole,2021
429,AC-001,Alpha,2023-11-12,4.7,Operational,Clear,True,,2023,Class-II Multirole,2021
430,AC-001,Alpha,2023-11-16,3.1,Training,Marginal,True,,2023,Class-II Multirole,2021
431,AC-001,Alpha,2023-11-18,3.5,Training,Clear,True,,2023,Class-II Multirole,2021
432,AC-001,Alpha,2023-11-21,3.0,Training,Clear,True,,2023,Class-II Multirole,2021
433,AC-001,Alpha,2023-11-26,1.1,Transit,Clear,False,Other,2023,Class-II Multirole,2021
434,AC-001,Alpha,2023-11-29,2.0,Training,Clear,True,,2023,Class-II Multirole,2021
435,AC-001,Alpha,2023-12-03,2.9,Training,Marginal,True,,2023,Class-II Multirole,2021
436,AC-001,Alpha,2023-12-05,5.2,Reconnaissance,Marginal,True,,2023,Class-II Multirole,2021
437,AC-001,Alpha,2023-12-08,2.3,Operational,Clear,True,,2023,Class-II Multirole,2021
438,AC-001,Alpha,2023-12-10,3.8,Training,Clear,True,,2023,Class-II Multirole,2021
439,AC-001,Alpha,2023-12-17,2.1,Training,Clear,False,Technical,2023,Class-II Multirole,2021
440,AC-001,Alpha,2023-12-19,2.1,Training,Clear,True,,2023,Class-II Multirole,2021
441,AC-001,Alpha,2023-12-22,2.4,Operational,Clear,True,,2023,Class-II Multirole,2021
442,AC-001,Alpha,2023-12-24,1.9,Reconnaissance,Clear,True,,2023,Class-II Multirole,2021
443,AC-001,Alpha,2024-01-03,3.6,Training,Marginal,True,,2024,Class-II Multirole,2021
444,AC-001,Alpha,2024-01-04,4.0,Operational,Clear,True,,2024,Class-II Multirole,2021
445,AC-001,Alpha,2024-01-15,0.4,Training,Poor,False,Technical,2024,Class-II Multirole,2021
446,AC-001,Alpha,2024-01-16,0.6,Operational,Clear,False,Other,2024,Class-II Multirole,2021
447,AC-001,Alpha,2024-01-19,2.3,Training,Marginal,True,,2024,Class-II Multirole,2021
448,AC-001,Alpha,2024-01-20,2.3,Operational,Clear,True,,2024,Class-II Multirole,2021
449,AC-001,Alpha,2024-01-25,3.6,Training,Poor,True,,2024,Class-II Multirole,2021
450,AC-001,Alpha,2024-02-03,1.2,Operational,Clear,False,Technical,2024,Class-II Multirole,2021
451,AC-001,Alpha,2024-02-05,4.3,Training,Clear,True,,2024,Class-II Multirole,2021
452,AC-001,Alpha,2024-02-19,0.8,Reconnaissance,Clear,False,Technical,2024,Class-II Multirole,2021
453,AC-001,Alpha,2024-02-21,4.2,Operational,Poor,True,,2024,Class-II Multirole,2021
454,AC-001,Alpha,2024-02-25,2.6,Operational,Marginal,True,,2024,Class-II Multirole,2021
455,AC-001,Alpha,2024-02-26,4.1,Operational,Clear,True,,2024,Class-II Multirole,2021
456,AC-001,Alpha,2024-02-29,3.4,Operational,Clear,True,,2024,Class-II Multirole,2021
457,AC-001,Alpha,2024-03-07,2.8,Training,Clear,True,,2024,Class-II Multirole,2021
458,AC-001,Alpha,2024-03-09,0.6,Training,Clear,False,Weather,2024,Class-II Multirole,2021
459,AC-001,Alpha,2024-03-14,1.1,Training,Clear,False,Technical,2024,Class-II Multirole,2021
460,AC-001,Alpha,2024-03-17,2.1,Operational,Clear,True,,2024,Class-II Multirole,2021
461,AC-001,Alpha,2024-03-18,2.2,Training,Clear,True,,2024,Class-II Multirole,2021
462,AC-001,Alpha,2024-03-28,0.3,Transit,Clear,False,Other,2024,Class-II Multirole,2021
463,AC-001,Alpha,2024-04-01,2.6,Reconnaissance,Clear,True,,2024,Class-II Multirole,2021
464,AC-001,Alpha,2024-04-02,2.3,Transit,Clear,True,,2024,Class-II Multirole,2021
465,AC-001,Alpha,2024-04-04,0.4,Training,Clear,False,Other,2024,Class-II Multirole,2021
466,AC-001,Alpha,2024-04-05,0.7,Reconnaissance,Marginal,False,Technical,2024,Class-II Multirole,2021
467,AC-001,Alpha,2024-04-07,0.5,Operational,Clear,False,Technical,2024,Class-II Multirole,2021
468,AC-001,Alpha,2024-04-11,4.6,Training,Marginal,True,,2024,Class-II Multirole,2021
469,AC-001,Alpha,2024-04-15,1.9,Operational,Marginal,False,Technical,2024,Class-II Multirole,2021
470,AC-001,Alpha,2024-04-20,0.7,Reconnaissance,Clear,False,Technical,2024,Class-II Multirole,2021
471,AC-001,Alpha,2024-04-21,0.3,Training,Clear,False,Technical,2024,Class-II Multirole,2021
472,AC-001,Alpha,2024-04-22,1.8,Training,Clear,False,Technical,2024,Class-II Multirole,2021
473,AC-001,Alpha,2024-04-23,0.9,Reconnaissance,Clear,False,Technical,2024,Class-II Multirole,2021
474,AC-001,Alpha,2024-04-24,1.5,Transit,Clear,False,Other,2024,Class-II Multirole,2021
475,AC-001,Alpha,2024-04-25,3.8,Training,Clear,True,,2024,Class-II Multirole,2021
476,AC-001,Alpha,2024-04-28,2.7,Operational,Marginal,True,,2024,Class-II Multirole,2021
477,AC-001,Alpha,2024-05-02,3.3,Training,Marginal,True,,2024,Class-II Multirole,2021
478,AC-001,Alpha,2024-05-03,1.4,Training,Clear,False,Technical,2024,Class-II Multirole,2021
479,AC-001,Alpha,2024-05-04,1.2,Reconnaissance,Marginal,False,Other,2024,Class-II Multirole,2021
480,AC-001,Alpha,2024-05-05,1.6,Reconnaissance,Clear,False,Technical,2024,Class-II Multirole,2021
481,AC-001,Alpha,2024-05-06,3.6,Transit,Clear,True,,2024,Class-II Multirole,2021
482,AC-001,Alpha,2024-05-07,0.6,Operational,Clear,False,Weather,2024,Class-II Multirole,2021
483,AC-001,Alpha,2024-05-08,3.6,Training,Clear,True,,2024,Class-II Multirole,2021
484,AC-001,Alpha,2024-05-13,1.7,Training,Clear,True,,2024,Class-II Multirole,2021
485,AC-001,Alpha,2024-05-14,3.4,Reconnaissance,Clear,True,,2024,Class-II Multirole,2021
486,AC-001,Alpha,2024-05-18,2.4,Transit,Clear,True,,2024,Class-II Multirole,2021
487,AC-001,Alpha,2024-05-20,4.2,Training,Marginal,True,,2024,Class-II Multirole,2021
488,AC-001,Alpha,2024-05-21,2.3,Reconnaissance,Clear,True,,2024,Class-II Multirole,2021
489,AC-001,Alpha,2024-05-23,5.0,Training,Clear,True,,2024,Class-II Multirole,2021
490,AC-001,Alpha,2024-05-24,4.0,Training,Clear,True,,2024,Class-II Multirole,2021
491,AC-001,Alpha,2024-05-25,2.5,Reconnaissance,Clear,True,,2024,Class-II Multirole,2021
492,AC-001,Alpha,2024-05-29,3.3,Training,Clear,True,,2024,Class-II Multirole,2021
493,AC-001,Alpha,2024-05-31,0.5,Training,Clear,False,Other,2024,Class-II Multirole,2021
494,AC-001,Alpha,2024-06-02,2.7,Operational,Clear,True,,2024,Class-II Multirole,2021
495,AC-001,Alpha,2024-06-03,1.5,Training,Clear,False,Technical,2024,Class-II Multirole,2021
496,AC-001,Alpha,2024-06-04,0.9,Training,Clear,False,Technical,2024,Class-II Multirole,2021
497,AC-001,Alpha,2024-06-05,3.3,Training,Clear,True,,2024,Class-II Multirole,2021
498,AC-001,Alpha,2024-06-08,3.6,Training,Clear,True,,2024,Class-II Multirole,2021
499,AC-001,Alpha,2024-06-19,1.8,Operational,Clear,True,,2024,Class-II Multirole,2021
500,AC-001,Alpha,2024-06-23,0.8,Reconnaissance,Marginal,False,Technical,2024,Class-II Multirole,2021
501,AC-001,Alpha,2024-06-24,0.9,Training,Poor,False,Weather,2024,Class-II Multirole,2021
502,AC-001,Alpha,2024-06-25,2.4,Operational,Marginal,False,Weather,2024,Class-II Multirole,2021
503,AC-001,Alpha,2024-06-26,3.0,Training,Clear,True,,2024,Class-II Multirole,2021
504,AC-001,Alpha,2024-06-28,1.9,Training,Clear,False,Technical,2024,Class-II Multirole,2021
505,AC-001,Alpha,2024-06-29,0.9,Training,Clear,False,Technical,2024,Class-II Multirole,2021
506,AC-001,Alpha,2024-07-07,1.3,Training,Marginal,False,Weather,2024,Class-II Multirole,2021
507,AC-001,Alpha,2024-07-09,1.9,Transit,Clear,True,,2024,Class-II Multirole,2021
508,AC-001,Alpha,2024-07-10,3.8,Training,Marginal,True,,2024,Class-II Multirole,2021
509,AC-001,Alpha,2024-07-11,0.6,Operational,Clear,False,Technical,2024,Class-II Multirole,2021
510,AC-001,Alpha,2024-07-12,4.0,Training,Clear,True,,2024,Class-II Multirole,2021
511,AC-001,Alpha,2024-07-13,0.6,Operational,Marginal,False,Technical,2024,Class-II Multirole,2021
512,AC-001,Alpha,2024-07-15,3.5,Training,Clear,True,,2024,Class-II Multirole,2021
513,AC-001,Alpha,2024-07-21,2.7,Operational,Marginal,True,,2024,Class-II Multirole,2021
514,AC-001,Alpha,2024-07-24,1.4,Training,Clear,True,,2024,Class-II Multirole,2021
515,AC-001,Alpha,2024-07-25,2.5,Training,Marginal,True,,2024,Class-II Multirole,2021
516,AC-001,Alpha,2024-07-31,1.2,Operational,Marginal,True,,2024,Class-II Multirole,2021
